Name,Branch,Year,CGPA, bool,div,Mob no.,Blood group,xyz,pqr
text10333,branch10333,2023-02-22 12:53:54.703164,90,True,text10333,branch10333,2023-02-22 12:53:54.703166,21,True
text10334,branch10334,2023-02-22 12:53:54.703168,59,False,text10334,branch10334,2023-02-22 12:53:54.703171,90,False
text10335,branch10335,2023-02-22 12:53:54.703173,58,False,text10335,branch10335,2023-02-22 12:53:54.703175,47,False
text10336,branch10336,2023-02-22 12:53:54.703178,21,True,text10336,branch10336,2023-02-22 12:53:54.703180,19,True
text10337,branch10337,2023-02-22 12:53:54.703182,100,True,text10337,branch10337,2023-02-22 12:53:54.703185,66,True
text10338,branch10338,2023-02-22 12:53:54.703187,30,False,text10338,branch10338,2023-02-22 12:53:54.703189,10,False
text10339,branch10339,2023-02-22 12:53:54.703192,100,False,text10339,branch10339,2023-02-22 12:53:54.703194,30,False
text10340,branch10340,2023-02-22 12:53:54.703196,85,True,text10340,branch10340,2023-02-22 12:53:54.703201,84,True
text10341,branch10341,2023-02-22 12:53:54.703204,97,True,text10341,branch10341,2023-02-22 12:53:54.703206,100,False
text10342,branch10342,2023-02-22 12:53:54.703208,13,True,text10342,branch10342,2023-02-22 12:53:54.703210,47,False
text10343,branch10343,2023-02-22 12:53:54.703212,53,True,text10343,branch10343,2023-02-22 12:53:54.703214,74,False
text10344,branch10344,2023-02-22 12:53:54.703217,62,False,text10344,branch10344,2023-02-22 12:53:54.703219,40,False
text10345,branch10345,2023-02-22 12:53:54.703221,73,False,text10345,branch10345,2023-02-22 12:53:54.703223,44,True
text10346,branch10346,2023-02-22 12:53:54.703226,29,False,text10346,branch10346,2023-02-22 12:53:54.703228,95,False
text10347,branch10347,2023-02-22 12:53:54.703230,48,True,text10347,branch10347,2023-02-22 12:53:54.703232,19,False
text10348,branch10348,2023-02-22 12:53:54.703235,68,True,text10348,branch10348,2023-02-22 12:53:54.703237,17,False
text10349,branch10349,2023-02-22 12:53:54.703239,65,False,text10349,branch10349,2023-02-22 12:53:54.703241,82,True
text10350,branch10350,2023-02-22 12:53:54.703243,52,False,text10350,branch10350,2023-02-22 12:53:54.703245,26,False
text10351,branch10351,2023-02-22 12:53:54.703248,33,False,text10351,branch10351,2023-02-22 12:53:54.703250,100,True
text10352,branch10352,2023-02-22 12:53:54.703255,16,True,text10352,branch10352,2023-02-22 12:53:54.703257,38,True
text10353,branch10353,2023-02-22 12:53:54.703260,81,True,text10353,branch10353,2023-02-22 12:53:54.703265,97,False
text10354,branch10354,2023-02-22 12:53:54.703267,90,False,text10354,branch10354,2023-02-22 12:53:54.703269,12,True
text10355,branch10355,2023-02-22 12:53:54.703272,19,True,text10355,branch10355,2023-02-22 12:53:54.703274,92,True
text10356,branch10356,2023-02-22 12:53:54.703276,54,False,text10356,branch10356,2023-02-22 12:53:54.703278,16,False
text10357,branch10357,2023-02-22 12:53:54.703281,87,False,text10357,branch10357,2023-02-22 12:53:54.703283,38,False
text10358,branch10358,2023-02-22 12:53:54.703285,90,True,text10358,branch10358,2023-02-22 12:53:54.703288,12,True
text10359,branch10359,2023-02-22 12:53:54.703292,37,False,text10359,branch10359,2023-02-22 12:53:54.703294,73,False
text10360,branch10360,2023-02-22 12:53:54.703296,24,False,text10360,branch10360,2023-02-22 12:53:54.703298,11,True
text10361,branch10361,2023-02-22 12:53:54.703300,29,False,text10361,branch10361,2023-02-22 12:53:54.703303,10,True
text10362,branch10362,2023-02-22 12:53:54.703305,46,True,text10362,branch10362,2023-02-22 12:53:54.703307,73,True
text10363,branch10363,2023-02-22 12:53:54.703309,51,True,text10363,branch10363,2023-02-22 12:53:54.703311,15,False
text10364,branch10364,2023-02-22 12:53:54.703314,54,True,text10364,branch10364,2023-02-22 12:53:54.703316,63,True
text10365,branch10365,2023-02-22 12:53:54.703318,89,True,text10365,branch10365,2023-02-22 12:53:54.703320,78,False
text10366,branch10366,2023-02-22 12:53:54.703326,18,False,text10366,branch10366,2023-02-22 12:53:54.703329,39,False
text10367,branch10367,2023-02-22 12:53:54.703332,88,False,text10367,branch10367,2023-02-22 12:53:54.703334,17,False
text10368,branch10368,2023-02-22 12:53:54.703336,59,False,text10368,branch10368,2023-02-22 12:53:54.703339,97,False
text10369,branch10369,2023-02-22 12:53:54.703341,92,True,text10369,branch10369,2023-02-22 12:53:54.703343,78,False
text10370,branch10370,2023-02-22 12:53:54.703348,85,False,text10370,branch10370,2023-02-22 12:53:54.703351,65,False
text10371,branch10371,2023-02-22 12:53:54.703353,63,True,text10371,branch10371,2023-02-22 12:53:54.703355,32,False
text10372,branch10372,2023-02-22 12:53:54.703358,60,True,text10372,branch10372,2023-02-22 12:53:54.703360,75,True
text10373,branch10373,2023-02-22 12:53:54.703362,87,True,text10373,branch10373,2023-02-22 12:53:54.703364,66,False
text10374,branch10374,2023-02-22 12:53:54.703367,79,False,text10374,branch10374,2023-02-22 12:53:54.703369,32,False
text10375,branch10375,2023-02-22 12:53:54.703371,67,False,text10375,branch10375,2023-02-22 12:53:54.703373,59,True
text10376,branch10376,2023-02-22 12:53:54.703375,91,True,text10376,branch10376,2023-02-22 12:53:54.703378,37,False
text10377,branch10377,2023-02-22 12:53:54.703380,82,True,text10377,branch10377,2023-02-22 12:53:54.703382,82,True
text10378,branch10378,2023-02-22 12:53:54.703384,44,False,text10378,branch10378,2023-02-22 12:53:54.703390,79,True
text10379,branch10379,2023-02-22 12:53:54.703392,68,True,text10379,branch10379,2023-02-22 12:53:54.703394,84,False
text10380,branch10380,2023-02-22 12:53:54.703396,32,True,text10380,branch10380,2023-02-22 12:53:54.703399,82,False
text10381,branch10381,2023-02-22 12:53:54.703401,14,False,text10381,branch10381,2023-02-22 12:53:54.703403,22,True
text10382,branch10382,2023-02-22 12:53:54.703405,75,True,text10382,branch10382,2023-02-22 12:53:54.703407,69,False
text10383,branch10383,2023-02-22 12:53:54.703409,74,False,text10383,branch10383,2023-02-22 12:53:54.703412,100,False
text10384,branch10384,2023-02-22 12:53:54.703414,78,True,text10384,branch10384,2023-02-22 12:53:54.703416,31,True
text10385,branch10385,2023-02-22 12:53:54.703418,45,False,text10385,branch10385,2023-02-22 12:53:54.703420,72,False
text10386,branch10386,2023-02-22 12:53:54.703423,72,True,text10386,branch10386,2023-02-22 12:53:54.703425,98,True
text10387,branch10387,2023-02-22 12:53:54.703427,67,True,text10387,branch10387,2023-02-22 12:53:54.703429,88,True
text10388,branch10388,2023-02-22 12:53:54.703432,33,True,text10388,branch10388,2023-02-22 12:53:54.703434,30,True
text10389,branch10389,2023-02-22 12:53:54.703436,50,False,text10389,branch10389,2023-02-22 12:53:54.703438,95,False
text10390,branch10390,2023-02-22 12:53:54.703440,71,False,text10390,branch10390,2023-02-22 12:53:54.703443,64,True
text10391,branch10391,2023-02-22 12:53:54.703448,68,False,text10391,branch10391,2023-02-22 12:53:54.703450,40,False
text10392,branch10392,2023-02-22 12:53:54.703452,89,False,text10392,branch10392,2023-02-22 12:53:54.703455,96,True
text10393,branch10393,2023-02-22 12:53:54.703457,60,True,text10393,branch10393,2023-02-22 12:53:54.703459,35,False
text10394,branch10394,2023-02-22 12:53:54.703465,97,True,text10394,branch10394,2023-02-22 12:53:54.703467,49,True
text10395,branch10395,2023-02-22 12:53:54.703469,45,True,text10395,branch10395,2023-02-22 12:53:54.703472,52,True
text10396,branch10396,2023-02-22 12:53:54.703474,31,True,text10396,branch10396,2023-02-22 12:53:54.703476,98,True
text10397,branch10397,2023-02-22 12:53:54.703478,33,False,text10397,branch10397,2023-02-22 12:53:54.703481,19,True
text10398,branch10398,2023-02-22 12:53:54.703483,56,False,text10398,branch10398,2023-02-22 12:53:54.703486,31,True
text10399,branch10399,2023-02-22 12:53:54.703488,67,True,text10399,branch10399,2023-02-22 12:53:54.703490,32,False
text10400,branch10400,2023-02-22 12:53:54.703493,88,False,text10400,branch10400,2023-02-22 12:53:54.703495,71,False
text10401,branch10401,2023-02-22 12:53:54.703497,75,False,text10401,branch10401,2023-02-22 12:53:54.703499,10,True
text10402,branch10402,2023-02-22 12:53:54.703502,47,False,text10402,branch10402,2023-02-22 12:53:54.703504,93,True
text10403,branch10403,2023-02-22 12:53:54.703506,54,False,text10403,branch10403,2023-02-22 12:53:54.703511,45,True
text10404,branch10404,2023-02-22 12:53:54.703514,28,False,text10404,branch10404,2023-02-22 12:53:54.703516,78,True
text10405,branch10405,2023-02-22 12:53:54.703518,85,True,text10405,branch10405,2023-02-22 12:53:54.703520,87,True
text10406,branch10406,2023-02-22 12:53:54.703522,73,False,text10406,branch10406,2023-02-22 12:53:54.703525,42,False
text10407,branch10407,2023-02-22 12:53:54.703527,79,True,text10407,branch10407,2023-02-22 12:53:54.703530,10,False
text10408,branch10408,2023-02-22 12:53:54.703534,11,False,text10408,branch10408,2023-02-22 12:53:54.703537,41,True
text10409,branch10409,2023-02-22 12:53:54.703540,65,True,text10409,branch10409,2023-02-22 12:53:54.703542,88,False
text10410,branch10410,2023-02-22 12:53:54.703544,12,True,text10410,branch10410,2023-02-22 12:53:54.703546,16,True
text10411,branch10411,2023-02-22 12:53:54.703548,38,False,text10411,branch10411,2023-02-22 12:53:54.703551,97,True
text10412,branch10412,2023-02-22 12:53:54.703553,73,False,text10412,branch10412,2023-02-22 12:53:54.703555,50,True
text10413,branch10413,2023-02-22 12:53:54.703558,66,True,text10413,branch10413,2023-02-22 12:53:54.703560,21,True
text10414,branch10414,2023-02-22 12:53:54.703562,26,True,text10414,branch10414,2023-02-22 12:53:54.703564,54,False
text10415,branch10415,2023-02-22 12:53:54.703566,42,False,text10415,branch10415,2023-02-22 12:53:54.703568,42,True
text10416,branch10416,2023-02-22 12:53:54.703571,29,False,text10416,branch10416,2023-02-22 12:53:54.703576,58,True
text10417,branch10417,2023-02-22 12:53:54.703578,61,False,text10417,branch10417,2023-02-22 12:53:54.703580,14,False
text10418,branch10418,2023-02-22 12:53:54.703583,29,False,text10418,branch10418,2023-02-22 12:53:54.703585,80,False
text10419,branch10419,2023-02-22 12:53:54.703587,24,False,text10419,branch10419,2023-02-22 12:53:54.703589,60,False
text10420,branch10420,2023-02-22 12:53:54.703594,28,False,text10420,branch10420,2023-02-22 12:53:54.703597,39,True
text10421,branch10421,2023-02-22 12:53:54.703599,55,False,text10421,branch10421,2023-02-22 12:53:54.703601,62,False
text10422,branch10422,2023-02-22 12:53:54.703604,72,True,text10422,branch10422,2023-02-22 12:53:54.703606,87,False
text10423,branch10423,2023-02-22 12:53:54.703608,26,False,text10423,branch10423,2023-02-22 12:53:54.703611,51,True
text10424,branch10424,2023-02-22 12:53:54.703613,20,False,text10424,branch10424,2023-02-22 12:53:54.703615,28,True
text10425,branch10425,2023-02-22 12:53:54.703618,45,False,text10425,branch10425,2023-02-22 12:53:54.703620,93,False
text10426,branch10426,2023-02-22 12:53:54.703622,43,True,text10426,branch10426,2023-02-22 12:53:54.703624,64,False
text10427,branch10427,2023-02-22 12:53:54.703627,98,True,text10427,branch10427,2023-02-22 12:53:54.703629,13,True
text10428,branch10428,2023-02-22 12:53:54.703631,46,False,text10428,branch10428,2023-02-22 12:53:54.703633,59,True
text10429,branch10429,2023-02-22 12:53:54.703639,56,True,text10429,branch10429,2023-02-22 12:53:54.703642,57,False
text10430,branch10430,2023-02-22 12:53:54.703645,14,False,text10430,branch10430,2023-02-22 12:53:54.703647,18,False
text10431,branch10431,2023-02-22 12:53:54.703649,12,False,text10431,branch10431,2023-02-22 12:53:54.703651,96,True
text10432,branch10432,2023-02-22 12:53:54.703654,98,False,text10432,branch10432,2023-02-22 12:53:54.703656,40,False
text10433,branch10433,2023-02-22 12:53:54.703658,96,True,text10433,branch10433,2023-02-22 12:53:54.703660,30,False
text10434,branch10434,2023-02-22 12:53:54.703663,60,False,text10434,branch10434,2023-02-22 12:53:54.703665,98,True
text10435,branch10435,2023-02-22 12:53:54.703667,88,False,text10435,branch10435,2023-02-22 12:53:54.703669,12,False
text10436,branch10436,2023-02-22 12:53:54.703675,43,True,text10436,branch10436,2023-02-22 12:53:54.703677,24,True
text10437,branch10437,2023-02-22 12:53:54.703679,90,False,text10437,branch10437,2023-02-22 12:53:54.703681,41,False
text10438,branch10438,2023-02-22 12:53:54.703684,43,False,text10438,branch10438,2023-02-22 12:53:54.703686,12,False
text10439,branch10439,2023-02-22 12:53:54.703688,10,True,text10439,branch10439,2023-02-22 12:53:54.703690,48,False
text10440,branch10440,2023-02-22 12:53:54.703693,29,False,text10440,branch10440,2023-02-22 12:53:54.703695,77,True
text10441,branch10441,2023-02-22 12:53:54.703698,95,False,text10441,branch10441,2023-02-22 12:53:54.703703,11,False
text10442,branch10442,2023-02-22 12:53:54.703705,21,True,text10442,branch10442,2023-02-22 12:53:54.703707,33,True
text10443,branch10443,2023-02-22 12:53:54.703710,46,False,text10443,branch10443,2023-02-22 12:53:54.703712,93,False
text10444,branch10444,2023-02-22 12:53:54.703714,47,False,text10444,branch10444,2023-02-22 12:53:54.703716,45,True
text10445,branch10445,2023-02-22 12:53:54.703719,28,True,text10445,branch10445,2023-02-22 12:53:54.703721,61,False
text10446,branch10446,2023-02-22 12:53:54.703723,15,True,text10446,branch10446,2023-02-22 12:53:54.703725,14,True
text10447,branch10447,2023-02-22 12:53:54.703728,77,False,text10447,branch10447,2023-02-22 12:53:54.703730,98,True
text10448,branch10448,2023-02-22 12:53:54.703732,37,True,text10448,branch10448,2023-02-22 12:53:54.703734,40,True
text10449,branch10449,2023-02-22 12:53:54.703737,84,False,text10449,branch10449,2023-02-22 12:53:54.703739,55,False
text10450,branch10450,2023-02-22 12:53:54.703742,98,False,text10450,branch10450,2023-02-22 12:53:54.703744,17,False
text10451,branch10451,2023-02-22 12:53:54.703746,68,True,text10451,branch10451,2023-02-22 12:53:54.703748,38,True
text10452,branch10452,2023-02-22 12:53:54.703750,36,True,text10452,branch10452,2023-02-22 12:53:54.703753,82,False
text10453,branch10453,2023-02-22 12:53:54.703755,18,True,text10453,branch10453,2023-02-22 12:53:54.703758,97,True
text10454,branch10454,2023-02-22 12:53:54.703764,58,True,text10454,branch10454,2023-02-22 12:53:54.703766,100,False
text10455,branch10455,2023-02-22 12:53:54.703769,16,False,text10455,branch10455,2023-02-22 12:53:54.703771,66,False
text10456,branch10456,2023-02-22 12:53:54.703773,74,False,text10456,branch10456,2023-02-22 12:53:54.703775,69,True
text10457,branch10457,2023-02-22 12:53:54.703778,86,False,text10457,branch10457,2023-02-22 12:53:54.703780,66,False
text10458,branch10458,2023-02-22 12:53:54.703782,25,True,text10458,branch10458,2023-02-22 12:53:54.703785,16,False
text10459,branch10459,2023-02-22 12:53:54.703792,32,False,text10459,branch10459,2023-02-22 12:53:54.703794,64,False
text10460,branch10460,2023-02-22 12:53:54.703797,31,True,text10460,branch10460,2023-02-22 12:53:54.703799,55,True
text10461,branch10461,2023-02-22 12:53:54.703801,47,False,text10461,branch10461,2023-02-22 12:53:54.703803,26,True
text10462,branch10462,2023-02-22 12:53:54.703806,72,True,text10462,branch10462,2023-02-22 12:53:54.703808,18,True
text10463,branch10463,2023-02-22 12:53:54.703810,96,True,text10463,branch10463,2023-02-22 12:53:54.703812,25,False
text10464,branch10464,2023-02-22 12:53:54.703815,18,False,text10464,branch10464,2023-02-22 12:53:54.703817,73,False
text10465,branch10465,2023-02-22 12:53:54.703819,16,False,text10465,branch10465,2023-02-22 12:53:54.703822,49,False
text10466,branch10466,2023-02-22 12:53:54.703824,26,True,text10466,branch10466,2023-02-22 12:53:54.703829,20,True
text10467,branch10467,2023-02-22 12:53:54.703832,17,True,text10467,branch10467,2023-02-22 12:53:54.703834,66,False
text10468,branch10468,2023-02-22 12:53:54.703837,80,False,text10468,branch10468,2023-02-22 12:53:54.703839,52,True
text10469,branch10469,2023-02-22 12:53:54.703841,10,False,text10469,branch10469,2023-02-22 12:53:54.703844,26,True
text10470,branch10470,2023-02-22 12:53:54.703849,82,True,text10470,branch10470,2023-02-22 12:53:54.703851,37,False
text10471,branch10471,2023-02-22 12:53:54.703853,12,True,text10471,branch10471,2023-02-22 12:53:54.703855,89,True
text10472,branch10472,2023-02-22 12:53:54.703858,63,True,text10472,branch10472,2023-02-22 12:53:54.703860,98,True
text10473,branch10473,2023-02-22 12:53:54.703862,55,True,text10473,branch10473,2023-02-22 12:53:54.703865,84,False
text10474,branch10474,2023-02-22 12:53:54.703867,15,False,text10474,branch10474,2023-02-22 12:53:54.703869,84,False
text10475,branch10475,2023-02-22 12:53:54.703871,17,True,text10475,branch10475,2023-02-22 12:53:54.703874,43,False
text10476,branch10476,2023-02-22 12:53:54.703876,40,True,text10476,branch10476,2023-02-22 12:53:54.703878,84,False
text10477,branch10477,2023-02-22 12:53:54.703880,99,False,text10477,branch10477,2023-02-22 12:53:54.703882,78,False
text10478,branch10478,2023-02-22 12:53:54.703887,12,True,text10478,branch10478,2023-02-22 12:53:54.703890,23,True
text10479,branch10479,2023-02-22 12:53:54.703892,88,True,text10479,branch10479,2023-02-22 12:53:54.703898,26,False
text10480,branch10480,2023-02-22 12:53:54.703901,10,True,text10480,branch10480,2023-02-22 12:53:54.703903,75,False
text10481,branch10481,2023-02-22 12:53:54.703905,76,True,text10481,branch10481,2023-02-22 12:53:54.703907,59,True
text10482,branch10482,2023-02-22 12:53:54.703910,39,False,text10482,branch10482,2023-02-22 12:53:54.703912,65,True
text10483,branch10483,2023-02-22 12:53:54.703914,80,True,text10483,branch10483,2023-02-22 12:53:54.703916,55,False
text10484,branch10484,2023-02-22 12:53:54.703919,33,True,text10484,branch10484,2023-02-22 12:53:54.703921,19,False
text10485,branch10485,2023-02-22 12:53:54.703923,90,True,text10485,branch10485,2023-02-22 12:53:54.703925,91,False
text10486,branch10486,2023-02-22 12:53:54.703927,42,True,text10486,branch10486,2023-02-22 12:53:54.703930,13,False
text10487,branch10487,2023-02-22 12:53:54.703932,71,False,text10487,branch10487,2023-02-22 12:53:54.703934,47,False
text10488,branch10488,2023-02-22 12:53:54.703937,35,True,text10488,branch10488,2023-02-22 12:53:54.703939,13,True
text10489,branch10489,2023-02-22 12:53:54.703941,67,True,text10489,branch10489,2023-02-22 12:53:54.703944,80,False
text10490,branch10490,2023-02-22 12:53:54.703946,34,True,text10490,branch10490,2023-02-22 12:53:54.703948,31,True
text10491,branch10491,2023-02-22 12:53:54.703951,70,False,text10491,branch10491,2023-02-22 12:53:54.703953,45,True
text10492,branch10492,2023-02-22 12:53:54.703958,52,True,text10492,branch10492,2023-02-22 12:53:54.703961,97,False
text10493,branch10493,2023-02-22 12:53:54.703963,83,True,text10493,branch10493,2023-02-22 12:53:54.703965,61,False
text10494,branch10494,2023-02-22 12:53:54.703968,39,False,text10494,branch10494,2023-02-22 12:53:54.703970,80,True
text10495,branch10495,2023-02-22 12:53:54.703972,56,False,text10495,branch10495,2023-02-22 12:53:54.703974,57,False
text10496,branch10496,2023-02-22 12:53:54.703977,31,True,text10496,branch10496,2023-02-22 12:53:54.703979,89,False
text10497,branch10497,2023-02-22 12:53:54.703982,25,False,text10497,branch10497,2023-02-22 12:53:54.703984,13,True
text10498,branch10498,2023-02-22 12:53:54.703986,55,True,text10498,branch10498,2023-02-22 12:53:54.703989,46,False
text10499,branch10499,2023-02-22 12:53:54.703991,66,False,text10499,branch10499,2023-02-22 12:53:54.703993,25,False
text10500,branch10500,2023-02-22 12:53:54.703996,84,True,text10500,branch10500,2023-02-22 12:53:54.703998,50,False
text10501,branch10501,2023-02-22 12:53:54.704000,73,False,text10501,branch10501,2023-02-22 12:53:54.704002,18,True
text10502,branch10502,2023-02-22 12:53:54.704005,45,True,text10502,branch10502,2023-02-22 12:53:54.704007,62,False
text10503,branch10503,2023-02-22 12:53:54.704009,37,False,text10503,branch10503,2023-02-22 12:53:54.704011,71,False
text10504,branch10504,2023-02-22 12:53:54.704014,98,False,text10504,branch10504,2023-02-22 12:53:54.704019,66,True
text10505,branch10505,2023-02-22 12:53:54.704021,99,True,text10505,branch10505,2023-02-22 12:53:54.704034,73,True
text10506,branch10506,2023-02-22 12:53:54.704036,75,False,text10506,branch10506,2023-02-22 12:53:54.704039,54,False
text10507,branch10507,2023-02-22 12:53:54.704041,97,False,text10507,branch10507,2023-02-22 12:53:54.704043,93,False
text10508,branch10508,2023-02-22 12:53:54.704045,34,False,text10508,branch10508,2023-02-22 12:53:54.704048,63,True
text10509,branch10509,2023-02-22 12:53:54.704050,41,False,text10509,branch10509,2023-02-22 12:53:54.704052,86,True
text10510,branch10510,2023-02-22 12:53:54.704054,76,False,text10510,branch10510,2023-02-22 12:53:54.704057,17,False
text10511,branch10511,2023-02-22 12:53:54.704059,39,False,text10511,branch10511,2023-02-22 12:53:54.704061,22,True
text10512,branch10512,2023-02-22 12:53:54.704063,32,False,text10512,branch10512,2023-02-22 12:53:54.704066,39,True
text10513,branch10513,2023-02-22 12:53:54.704068,72,True,text10513,branch10513,2023-02-22 12:53:54.704070,23,False
text10514,branch10514,2023-02-22 12:53:54.704072,23,False,text10514,branch10514,2023-02-22 12:53:54.704074,21,False
text10515,branch10515,2023-02-22 12:53:54.704077,85,True,text10515,branch10515,2023-02-22 12:53:54.704079,61,False
text10516,branch10516,2023-02-22 12:53:54.704081,12,False,text10516,branch10516,2023-02-22 12:53:54.704084,92,False
text10517,branch10517,2023-02-22 12:53:54.704089,91,True,text10517,branch10517,2023-02-22 12:53:54.704091,23,True
text10518,branch10518,2023-02-22 12:53:54.704094,22,False,text10518,branch10518,2023-02-22 12:53:54.704096,58,False
text10519,branch10519,2023-02-22 12:53:54.704099,53,False,text10519,branch10519,2023-02-22 12:53:54.704101,50,False
text10520,branch10520,2023-02-22 12:53:54.704109,32,True,text10520,branch10520,2023-02-22 12:53:54.704111,41,True
text10521,branch10521,2023-02-22 12:53:54.704114,80,False,text10521,branch10521,2023-02-22 12:53:54.704116,91,True
text10522,branch10522,2023-02-22 12:53:54.704118,41,False,text10522,branch10522,2023-02-22 12:53:54.704120,37,False
text10523,branch10523,2023-02-22 12:53:54.704123,77,False,text10523,branch10523,2023-02-22 12:53:54.704125,66,False
text10524,branch10524,2023-02-22 12:53:54.704127,60,False,text10524,branch10524,2023-02-22 12:53:54.704130,89,True
text10525,branch10525,2023-02-22 12:53:54.704132,82,True,text10525,branch10525,2023-02-22 12:53:54.704134,15,False
text10526,branch10526,2023-02-22 12:53:54.704137,25,True,text10526,branch10526,2023-02-22 12:53:54.704139,69,False
text10527,branch10527,2023-02-22 12:53:54.704141,70,False,text10527,branch10527,2023-02-22 12:53:54.704143,65,True
text10528,branch10528,2023-02-22 12:53:54.704146,44,False,text10528,branch10528,2023-02-22 12:53:54.704148,73,False
text10529,branch10529,2023-02-22 12:53:54.704150,98,True,text10529,branch10529,2023-02-22 12:53:54.704156,79,False
text10530,branch10530,2023-02-22 12:53:54.704160,41,True,text10530,branch10530,2023-02-22 12:53:54.704162,58,True
text10531,branch10531,2023-02-22 12:53:54.704164,22,True,text10531,branch10531,2023-02-22 12:53:54.704167,70,False
text10532,branch10532,2023-02-22 12:53:54.704169,33,True,text10532,branch10532,2023-02-22 12:53:54.704171,100,True
text10533,branch10533,2023-02-22 12:53:54.704173,85,False,text10533,branch10533,2023-02-22 12:53:54.704176,54,False
text10534,branch10534,2023-02-22 12:53:54.704178,28,True,text10534,branch10534,2023-02-22 12:53:54.704180,43,False
text10535,branch10535,2023-02-22 12:53:54.704183,70,False,text10535,branch10535,2023-02-22 12:53:54.704185,92,True
text10536,branch10536,2023-02-22 12:53:54.704187,93,False,text10536,branch10536,2023-02-22 12:53:54.704190,100,True
text10537,branch10537,2023-02-22 12:53:54.704192,10,True,text10537,branch10537,2023-02-22 12:53:54.704194,90,True
text10538,branch10538,2023-02-22 12:53:54.704197,73,False,text10538,branch10538,2023-02-22 12:53:54.704199,48,False
text10539,branch10539,2023-02-22 12:53:54.704201,74,False,text10539,branch10539,2023-02-22 12:53:54.704203,65,False
text10540,branch10540,2023-02-22 12:53:54.704205,54,True,text10540,branch10540,2023-02-22 12:53:54.704208,49,False
text10541,branch10541,2023-02-22 12:53:54.704210,62,True,text10541,branch10541,2023-02-22 12:53:54.704212,91,True
text10542,branch10542,2023-02-22 12:53:54.704214,77,True,text10542,branch10542,2023-02-22 12:53:54.704219,19,True
text10543,branch10543,2023-02-22 12:53:54.704222,55,True,text10543,branch10543,2023-02-22 12:53:54.704224,28,False
text10544,branch10544,2023-02-22 12:53:54.704226,27,True,text10544,branch10544,2023-02-22 12:53:54.704229,63,True
text10545,branch10545,2023-02-22 12:53:54.704231,11,True,text10545,branch10545,2023-02-22 12:53:54.704270,98,True
text10546,branch10546,2023-02-22 12:53:54.704273,70,True,text10546,branch10546,2023-02-22 12:53:54.704275,90,False
text10547,branch10547,2023-02-22 12:53:54.704277,12,False,text10547,branch10547,2023-02-22 12:53:54.704279,74,False
text10548,branch10548,2023-02-22 12:53:54.704282,54,False,text10548,branch10548,2023-02-22 12:53:54.704284,20,False
text10549,branch10549,2023-02-22 12:53:54.704286,93,True,text10549,branch10549,2023-02-22 12:53:54.704290,10,True
text10550,branch10550,2023-02-22 12:53:54.704293,71,True,text10550,branch10550,2023-02-22 12:53:54.704295,23,True
text10551,branch10551,2023-02-22 12:53:54.704297,70,True,text10551,branch10551,2023-02-22 12:53:54.704299,97,True
text10552,branch10552,2023-02-22 12:53:54.704301,50,False,text10552,branch10552,2023-02-22 12:53:54.704304,16,False
text10553,branch10553,2023-02-22 12:53:54.704306,81,False,text10553,branch10553,2023-02-22 12:53:54.704308,38,False
text10554,branch10554,2023-02-22 12:53:54.704310,24,False,text10554,branch10554,2023-02-22 12:53:54.704312,16,False
text10555,branch10555,2023-02-22 12:53:54.704317,91,False,text10555,branch10555,2023-02-22 12:53:54.704320,74,True
text10556,branch10556,2023-02-22 12:53:54.704322,63,False,text10556,branch10556,2023-02-22 12:53:54.704324,66,False
text10557,branch10557,2023-02-22 12:53:54.704327,37,False,text10557,branch10557,2023-02-22 12:53:54.704329,88,False
text10558,branch10558,2023-02-22 12:53:54.704331,25,False,text10558,branch10558,2023-02-22 12:53:54.704334,92,False
text10559,branch10559,2023-02-22 12:53:54.704336,10,False,text10559,branch10559,2023-02-22 12:53:54.704338,61,True
text10560,branch10560,2023-02-22 12:53:54.704340,64,True,text10560,branch10560,2023-02-22 12:53:54.704343,36,True
text10561,branch10561,2023-02-22 12:53:54.704346,41,False,text10561,branch10561,2023-02-22 12:53:54.704348,87,True
text10562,branch10562,2023-02-22 12:53:54.704353,23,True,text10562,branch10562,2023-02-22 12:53:54.704356,21,True
text10563,branch10563,2023-02-22 12:53:54.704358,48,False,text10563,branch10563,2023-02-22 12:53:54.704360,60,True
text10564,branch10564,2023-02-22 12:53:54.704363,25,True,text10564,branch10564,2023-02-22 12:53:54.704365,49,True
text10565,branch10565,2023-02-22 12:53:54.704367,52,False,text10565,branch10565,2023-02-22 12:53:54.704369,23,True
text10566,branch10566,2023-02-22 12:53:54.704371,36,False,text10566,branch10566,2023-02-22 12:53:54.704373,55,True
text10567,branch10567,2023-02-22 12:53:54.704376,43,False,text10567,branch10567,2023-02-22 12:53:54.704381,74,True
text10568,branch10568,2023-02-22 12:53:54.704384,61,True,text10568,branch10568,2023-02-22 12:53:54.704386,19,False
text10569,branch10569,2023-02-22 12:53:54.704389,63,False,text10569,branch10569,2023-02-22 12:53:54.704391,36,True
text10570,branch10570,2023-02-22 12:53:54.704397,58,True,text10570,branch10570,2023-02-22 12:53:54.704400,57,False
text10571,branch10571,2023-02-22 12:53:54.704403,92,True,text10571,branch10571,2023-02-22 12:53:54.704405,20,False
text10572,branch10572,2023-02-22 12:53:54.704407,71,True,text10572,branch10572,2023-02-22 12:53:54.704410,91,False
