Name,Branch,Year,CGPA, bool,div,Mob no.,Blood group,xyz,pqr
text9087,branch9087,2023-02-22 12:51:25.925120,78,True,text9087,branch9087,2023-02-22 12:51:25.925122,96,False
text9088,branch9088,2023-02-22 12:51:25.925124,49,False,text9088,branch9088,2023-02-22 12:51:25.925126,40,False
text9089,branch9089,2023-02-22 12:51:25.925128,92,False,text9089,branch9089,2023-02-22 12:51:25.925130,82,True
text9090,branch9090,2023-02-22 12:51:25.925133,78,True,text9090,branch9090,2023-02-22 12:51:25.925135,96,True
text9091,branch9091,2023-02-22 12:51:25.925137,41,True,text9091,branch9091,2023-02-22 12:51:25.925139,14,True
text9092,branch9092,2023-02-22 12:51:25.925144,49,True,text9092,branch9092,2023-02-22 12:51:25.925146,16,False
text9093,branch9093,2023-02-22 12:51:25.925149,44,False,text9093,branch9093,2023-02-22 12:51:25.925154,54,True
text9094,branch9094,2023-02-22 12:51:25.925156,93,False,text9094,branch9094,2023-02-22 12:51:25.925158,59,True
text9095,branch9095,2023-02-22 12:51:25.925161,50,True,text9095,branch9095,2023-02-22 12:51:25.925163,92,True
text9096,branch9096,2023-02-22 12:51:25.925165,10,False,text9096,branch9096,2023-02-22 12:51:25.925167,86,True
text9097,branch9097,2023-02-22 12:51:25.925169,52,True,text9097,branch9097,2023-02-22 12:51:25.925172,91,False
text9098,branch9098,2023-02-22 12:51:25.925174,91,True,text9098,branch9098,2023-02-22 12:51:25.925176,70,True
text9099,branch9099,2023-02-22 12:51:25.925178,92,False,text9099,branch9099,2023-02-22 12:51:25.925180,97,False
text9100,branch9100,2023-02-22 12:51:25.925182,90,False,text9100,branch9100,2023-02-22 12:51:25.925185,81,False
text9101,branch9101,2023-02-22 12:51:25.925187,47,True,text9101,branch9101,2023-02-22 12:51:25.925189,81,False
text9102,branch9102,2023-02-22 12:51:25.925191,41,True,text9102,branch9102,2023-02-22 12:51:25.925193,97,True
text9103,branch9103,2023-02-22 12:51:25.925195,23,False,text9103,branch9103,2023-02-22 12:51:25.925198,87,True
text9104,branch9104,2023-02-22 12:51:25.925200,26,True,text9104,branch9104,2023-02-22 12:51:25.925202,94,False
text9105,branch9105,2023-02-22 12:51:25.925205,38,True,text9105,branch9105,2023-02-22 12:51:25.925208,51,False
text9106,branch9106,2023-02-22 12:51:25.925210,91,False,text9106,branch9106,2023-02-22 12:51:25.925215,25,True
text9107,branch9107,2023-02-22 12:51:25.925217,90,True,text9107,branch9107,2023-02-22 12:51:25.925219,78,True
text9108,branch9108,2023-02-22 12:51:25.925222,22,True,text9108,branch9108,2023-02-22 12:51:25.925224,79,True
text9109,branch9109,2023-02-22 12:51:25.925226,87,True,text9109,branch9109,2023-02-22 12:51:25.925228,89,True
text9110,branch9110,2023-02-22 12:51:25.925230,67,False,text9110,branch9110,2023-02-22 12:51:25.925232,89,True
text9111,branch9111,2023-02-22 12:51:25.925234,97,True,text9111,branch9111,2023-02-22 12:51:25.925236,70,False
text9112,branch9112,2023-02-22 12:51:25.925239,64,False,text9112,branch9112,2023-02-22 12:51:25.925241,88,True
text9113,branch9113,2023-02-22 12:51:25.925243,18,False,text9113,branch9113,2023-02-22 12:51:25.925245,30,True
text9114,branch9114,2023-02-22 12:51:25.925247,84,False,text9114,branch9114,2023-02-22 12:51:25.925249,94,True
text9115,branch9115,2023-02-22 12:51:25.925251,77,False,text9115,branch9115,2023-02-22 12:51:25.925254,28,True
text9116,branch9116,2023-02-22 12:51:25.925256,57,False,text9116,branch9116,2023-02-22 12:51:25.925258,56,True
text9117,branch9117,2023-02-22 12:51:25.925260,58,True,text9117,branch9117,2023-02-22 12:51:25.925263,10,False
text9118,branch9118,2023-02-22 12:51:25.925265,77,False,text9118,branch9118,2023-02-22 12:51:25.925267,90,True
text9119,branch9119,2023-02-22 12:51:25.925272,93,False,text9119,branch9119,2023-02-22 12:51:25.925274,10,True
text9120,branch9120,2023-02-22 12:51:25.925276,90,True,text9120,branch9120,2023-02-22 12:51:25.925278,98,True
text9121,branch9121,2023-02-22 12:51:25.925281,72,True,text9121,branch9121,2023-02-22 12:51:25.925283,91,False
text9122,branch9122,2023-02-22 12:51:25.925289,37,False,text9122,branch9122,2023-02-22 12:51:25.925292,39,False
text9123,branch9123,2023-02-22 12:51:25.925295,41,False,text9123,branch9123,2023-02-22 12:51:25.925297,19,False
text9124,branch9124,2023-02-22 12:51:25.925299,11,False,text9124,branch9124,2023-02-22 12:51:25.925301,41,False
text9125,branch9125,2023-02-22 12:51:25.925304,73,False,text9125,branch9125,2023-02-22 12:51:25.925306,81,False
text9126,branch9126,2023-02-22 12:51:25.925308,40,False,text9126,branch9126,2023-02-22 12:51:25.925310,30,False
text9127,branch9127,2023-02-22 12:51:25.925312,12,True,text9127,branch9127,2023-02-22 12:51:25.925314,54,True
text9128,branch9128,2023-02-22 12:51:25.925317,79,False,text9128,branch9128,2023-02-22 12:51:25.925319,10,True
text9129,branch9129,2023-02-22 12:51:25.925321,50,True,text9129,branch9129,2023-02-22 12:51:25.925323,14,True
text9130,branch9130,2023-02-22 12:51:25.925326,29,False,text9130,branch9130,2023-02-22 12:51:25.925328,55,False
text9131,branch9131,2023-02-22 12:51:25.925330,76,True,text9131,branch9131,2023-02-22 12:51:25.925337,26,False
text9132,branch9132,2023-02-22 12:51:25.925339,70,True,text9132,branch9132,2023-02-22 12:51:25.925341,97,True
text9133,branch9133,2023-02-22 12:51:25.925343,45,True,text9133,branch9133,2023-02-22 12:51:25.925345,37,True
text9134,branch9134,2023-02-22 12:51:25.925350,28,False,text9134,branch9134,2023-02-22 12:51:25.925352,82,False
text9135,branch9135,2023-02-22 12:51:25.925355,13,False,text9135,branch9135,2023-02-22 12:51:25.925357,59,False
text9136,branch9136,2023-02-22 12:51:25.925359,10,True,text9136,branch9136,2023-02-22 12:51:25.925362,83,False
text9137,branch9137,2023-02-22 12:51:25.925364,19,True,text9137,branch9137,2023-02-22 12:51:25.925366,29,True
text9138,branch9138,2023-02-22 12:51:25.925368,19,True,text9138,branch9138,2023-02-22 12:51:25.925370,78,False
text9139,branch9139,2023-02-22 12:51:25.925372,84,True,text9139,branch9139,2023-02-22 12:51:25.925374,48,False
text9140,branch9140,2023-02-22 12:51:25.925376,27,False,text9140,branch9140,2023-02-22 12:51:25.925379,73,False
text9141,branch9141,2023-02-22 12:51:25.925381,49,False,text9141,branch9141,2023-02-22 12:51:25.925383,54,False
text9142,branch9142,2023-02-22 12:51:25.925390,32,False,text9142,branch9142,2023-02-22 12:51:25.925392,84,False
text9143,branch9143,2023-02-22 12:51:25.925395,55,True,text9143,branch9143,2023-02-22 12:51:25.925397,90,True
text9144,branch9144,2023-02-22 12:51:25.925402,88,False,text9144,branch9144,2023-02-22 12:51:25.925404,85,True
text9145,branch9145,2023-02-22 12:51:25.925406,69,True,text9145,branch9145,2023-02-22 12:51:25.925450,95,False
text9146,branch9146,2023-02-22 12:51:25.925453,60,True,text9146,branch9146,2023-02-22 12:51:25.925455,69,True
text9147,branch9147,2023-02-22 12:51:25.925457,82,False,text9147,branch9147,2023-02-22 12:51:25.925460,40,False
text9148,branch9148,2023-02-22 12:51:25.925462,48,True,text9148,branch9148,2023-02-22 12:51:25.925464,20,False
text9149,branch9149,2023-02-22 12:51:25.925466,70,True,text9149,branch9149,2023-02-22 12:51:25.925468,76,True
text9150,branch9150,2023-02-22 12:51:25.925471,15,False,text9150,branch9150,2023-02-22 12:51:25.925473,93,False
text9151,branch9151,2023-02-22 12:51:25.925475,50,True,text9151,branch9151,2023-02-22 12:51:25.925477,97,False
text9152,branch9152,2023-02-22 12:51:25.925479,75,True,text9152,branch9152,2023-02-22 12:51:25.925481,40,False
text9153,branch9153,2023-02-22 12:51:25.925484,56,True,text9153,branch9153,2023-02-22 12:51:25.925486,92,True
text9154,branch9154,2023-02-22 12:51:25.925488,51,False,text9154,branch9154,2023-02-22 12:51:25.925490,20,True
text9155,branch9155,2023-02-22 12:51:25.925492,58,True,text9155,branch9155,2023-02-22 12:51:25.925494,52,False
text9156,branch9156,2023-02-22 12:51:25.925496,71,True,text9156,branch9156,2023-02-22 12:51:25.925502,78,True
text9157,branch9157,2023-02-22 12:51:25.925504,75,False,text9157,branch9157,2023-02-22 12:51:25.925506,41,False
text9158,branch9158,2023-02-22 12:51:25.925509,24,True,text9158,branch9158,2023-02-22 12:51:25.925511,44,False
text9159,branch9159,2023-02-22 12:51:25.925513,16,True,text9159,branch9159,2023-02-22 12:51:25.925515,63,True
text9160,branch9160,2023-02-22 12:51:25.925517,41,False,text9160,branch9160,2023-02-22 12:51:25.925519,66,True
text9161,branch9161,2023-02-22 12:51:25.925522,70,False,text9161,branch9161,2023-02-22 12:51:25.925524,68,False
text9162,branch9162,2023-02-22 12:51:25.925526,21,False,text9162,branch9162,2023-02-22 12:51:25.925528,79,False
text9163,branch9163,2023-02-22 12:51:25.925530,23,True,text9163,branch9163,2023-02-22 12:51:25.925532,57,True
text9164,branch9164,2023-02-22 12:51:25.925535,77,True,text9164,branch9164,2023-02-22 12:51:25.925537,84,False
text9165,branch9165,2023-02-22 12:51:25.925539,63,False,text9165,branch9165,2023-02-22 12:51:25.925541,26,True
text9166,branch9166,2023-02-22 12:51:25.925543,71,True,text9166,branch9166,2023-02-22 12:51:25.925545,32,True
text9167,branch9167,2023-02-22 12:51:25.925548,77,True,text9167,branch9167,2023-02-22 12:51:25.925550,66,True
text9168,branch9168,2023-02-22 12:51:25.925552,36,True,text9168,branch9168,2023-02-22 12:51:25.925554,71,False
text9169,branch9169,2023-02-22 12:51:25.925556,58,True,text9169,branch9169,2023-02-22 12:51:25.925566,35,True
text9170,branch9170,2023-02-22 12:51:25.925568,68,False,text9170,branch9170,2023-02-22 12:51:25.925570,17,True
text9171,branch9171,2023-02-22 12:51:25.925572,51,False,text9171,branch9171,2023-02-22 12:51:25.925574,90,True
text9172,branch9172,2023-02-22 12:51:25.925580,66,False,text9172,branch9172,2023-02-22 12:51:25.925584,51,False
text9173,branch9173,2023-02-22 12:51:25.925586,28,True,text9173,branch9173,2023-02-22 12:51:25.925588,52,True
text9174,branch9174,2023-02-22 12:51:25.925591,40,True,text9174,branch9174,2023-02-22 12:51:25.925593,86,False
text9175,branch9175,2023-02-22 12:51:25.925595,83,True,text9175,branch9175,2023-02-22 12:51:25.925597,80,False
text9176,branch9176,2023-02-22 12:51:25.925602,80,True,text9176,branch9176,2023-02-22 12:51:25.925604,97,False
text9177,branch9177,2023-02-22 12:51:25.925607,65,True,text9177,branch9177,2023-02-22 12:51:25.925609,98,True
text9178,branch9178,2023-02-22 12:51:25.925611,99,False,text9178,branch9178,2023-02-22 12:51:25.925613,32,True
text9179,branch9179,2023-02-22 12:51:25.925616,51,True,text9179,branch9179,2023-02-22 12:51:25.925618,97,False
text9180,branch9180,2023-02-22 12:51:25.925620,16,True,text9180,branch9180,2023-02-22 12:51:25.925622,97,False
text9181,branch9181,2023-02-22 12:51:25.925624,69,True,text9181,branch9181,2023-02-22 12:51:25.925626,90,False
text9182,branch9182,2023-02-22 12:51:25.925631,50,True,text9182,branch9182,2023-02-22 12:51:25.925633,51,False
text9183,branch9183,2023-02-22 12:51:25.925636,42,False,text9183,branch9183,2023-02-22 12:51:25.925638,96,True
text9184,branch9184,2023-02-22 12:51:25.925640,83,False,text9184,branch9184,2023-02-22 12:51:25.925642,70,False
text9185,branch9185,2023-02-22 12:51:25.925644,92,False,text9185,branch9185,2023-02-22 12:51:25.925647,32,True
text9186,branch9186,2023-02-22 12:51:25.925649,52,True,text9186,branch9186,2023-02-22 12:51:25.925651,28,False
text9187,branch9187,2023-02-22 12:51:25.925653,90,False,text9187,branch9187,2023-02-22 12:51:25.925656,98,True
text9188,branch9188,2023-02-22 12:51:25.925658,10,False,text9188,branch9188,2023-02-22 12:51:25.925660,93,True
text9189,branch9189,2023-02-22 12:51:25.925662,95,False,text9189,branch9189,2023-02-22 12:51:25.925664,80,False
text9190,branch9190,2023-02-22 12:51:25.925666,96,True,text9190,branch9190,2023-02-22 12:51:25.925668,35,False
text9191,branch9191,2023-02-22 12:51:25.925671,37,False,text9191,branch9191,2023-02-22 12:51:25.925673,96,True
text9192,branch9192,2023-02-22 12:51:25.925675,95,False,text9192,branch9192,2023-02-22 12:51:25.925677,23,False
text9193,branch9193,2023-02-22 12:51:25.925679,34,True,text9193,branch9193,2023-02-22 12:51:25.925682,64,True
text9194,branch9194,2023-02-22 12:51:25.925684,97,True,text9194,branch9194,2023-02-22 12:51:25.925689,37,False
text9195,branch9195,2023-02-22 12:51:25.925692,50,True,text9195,branch9195,2023-02-22 12:51:25.925694,91,False
text9196,branch9196,2023-02-22 12:51:25.925696,49,True,text9196,branch9196,2023-02-22 12:51:25.925698,84,False
text9197,branch9197,2023-02-22 12:51:25.925700,67,True,text9197,branch9197,2023-02-22 12:51:25.925702,34,False
text9198,branch9198,2023-02-22 12:51:25.925705,10,True,text9198,branch9198,2023-02-22 12:51:25.925707,20,False
text9199,branch9199,2023-02-22 12:51:25.925709,44,True,text9199,branch9199,2023-02-22 12:51:25.925711,35,True
text9200,branch9200,2023-02-22 12:51:25.925713,68,True,text9200,branch9200,2023-02-22 12:51:25.925715,77,True
text9201,branch9201,2023-02-22 12:51:25.925717,70,True,text9201,branch9201,2023-02-22 12:51:25.925719,100,False
text9202,branch9202,2023-02-22 12:51:25.925722,30,True,text9202,branch9202,2023-02-22 12:51:25.925724,18,True
text9203,branch9203,2023-02-22 12:51:25.925726,69,False,text9203,branch9203,2023-02-22 12:51:25.925728,73,False
text9204,branch9204,2023-02-22 12:51:25.925730,64,True,text9204,branch9204,2023-02-22 12:51:25.925732,80,False
text9205,branch9205,2023-02-22 12:51:25.925735,50,True,text9205,branch9205,2023-02-22 12:51:25.925737,39,True
text9206,branch9206,2023-02-22 12:51:25.925740,47,False,text9206,branch9206,2023-02-22 12:51:25.925742,23,True
text9207,branch9207,2023-02-22 12:51:25.925746,78,False,text9207,branch9207,2023-02-22 12:51:25.925749,20,True
text9208,branch9208,2023-02-22 12:51:25.925751,97,False,text9208,branch9208,2023-02-22 12:51:25.925753,32,False
text9209,branch9209,2023-02-22 12:51:25.925755,16,True,text9209,branch9209,2023-02-22 12:51:25.925757,29,True
text9210,branch9210,2023-02-22 12:51:25.925759,18,False,text9210,branch9210,2023-02-22 12:51:25.925761,47,False
text9211,branch9211,2023-02-22 12:51:25.925763,86,True,text9211,branch9211,2023-02-22 12:51:25.925765,77,False
text9212,branch9212,2023-02-22 12:51:25.925768,35,True,text9212,branch9212,2023-02-22 12:51:25.925770,36,False
text9213,branch9213,2023-02-22 12:51:25.925772,38,True,text9213,branch9213,2023-02-22 12:51:25.925774,34,True
text9214,branch9214,2023-02-22 12:51:25.925777,17,False,text9214,branch9214,2023-02-22 12:51:25.925779,11,False
text9215,branch9215,2023-02-22 12:51:25.925781,59,False,text9215,branch9215,2023-02-22 12:51:25.925783,74,False
text9216,branch9216,2023-02-22 12:51:25.925785,39,True,text9216,branch9216,2023-02-22 12:51:25.925787,17,False
text9217,branch9217,2023-02-22 12:51:25.925789,19,True,text9217,branch9217,2023-02-22 12:51:25.925791,11,False
text9218,branch9218,2023-02-22 12:51:25.925797,65,True,text9218,branch9218,2023-02-22 12:51:25.925799,34,True
text9219,branch9219,2023-02-22 12:51:25.925801,53,False,text9219,branch9219,2023-02-22 12:51:25.925806,89,True
text9220,branch9220,2023-02-22 12:51:25.925808,10,False,text9220,branch9220,2023-02-22 12:51:25.925810,35,True
text9221,branch9221,2023-02-22 12:51:25.925812,100,True,text9221,branch9221,2023-02-22 12:51:25.925815,91,True
text9222,branch9222,2023-02-22 12:51:25.925819,20,True,text9222,branch9222,2023-02-22 12:51:25.925822,73,True
text9223,branch9223,2023-02-22 12:51:25.925824,36,True,text9223,branch9223,2023-02-22 12:51:25.925826,15,True
text9224,branch9224,2023-02-22 12:51:25.925828,66,False,text9224,branch9224,2023-02-22 12:51:25.925831,20,True
text9225,branch9225,2023-02-22 12:51:25.925833,18,True,text9225,branch9225,2023-02-22 12:51:25.925835,31,True
text9226,branch9226,2023-02-22 12:51:25.925837,95,False,text9226,branch9226,2023-02-22 12:51:25.925840,94,False
text9227,branch9227,2023-02-22 12:51:25.925842,66,True,text9227,branch9227,2023-02-22 12:51:25.925844,55,False
text9228,branch9228,2023-02-22 12:51:25.925846,24,True,text9228,branch9228,2023-02-22 12:51:25.925848,67,False
text9229,branch9229,2023-02-22 12:51:25.925851,31,False,text9229,branch9229,2023-02-22 12:51:25.925853,98,False
text9230,branch9230,2023-02-22 12:51:25.925855,89,False,text9230,branch9230,2023-02-22 12:51:25.925857,34,True
text9231,branch9231,2023-02-22 12:51:25.925860,97,True,text9231,branch9231,2023-02-22 12:51:25.925862,98,True
text9232,branch9232,2023-02-22 12:51:25.925864,30,False,text9232,branch9232,2023-02-22 12:51:25.925870,70,True
text9233,branch9233,2023-02-22 12:51:25.925873,23,True,text9233,branch9233,2023-02-22 12:51:25.925875,23,False
text9234,branch9234,2023-02-22 12:51:25.925877,94,False,text9234,branch9234,2023-02-22 12:51:25.925879,95,False
text9235,branch9235,2023-02-22 12:51:25.925881,44,True,text9235,branch9235,2023-02-22 12:51:25.925883,88,False
text9236,branch9236,2023-02-22 12:51:25.925886,10,True,text9236,branch9236,2023-02-22 12:51:25.925888,82,True
text9237,branch9237,2023-02-22 12:51:25.925890,72,True,text9237,branch9237,2023-02-22 12:51:25.925892,54,False
text9238,branch9238,2023-02-22 12:51:25.925895,32,False,text9238,branch9238,2023-02-22 12:51:25.925897,24,False
text9239,branch9239,2023-02-22 12:51:25.925899,53,True,text9239,branch9239,2023-02-22 12:51:25.925901,82,True
text9240,branch9240,2023-02-22 12:51:25.925903,69,False,text9240,branch9240,2023-02-22 12:51:25.925906,53,True
text9241,branch9241,2023-02-22 12:51:25.925908,80,False,text9241,branch9241,2023-02-22 12:51:25.925910,54,True
text9242,branch9242,2023-02-22 12:51:25.925912,10,False,text9242,branch9242,2023-02-22 12:51:25.925914,59,True
text9243,branch9243,2023-02-22 12:51:25.925917,70,True,text9243,branch9243,2023-02-22 12:51:25.925919,55,True
text9244,branch9244,2023-02-22 12:51:25.925921,62,False,text9244,branch9244,2023-02-22 12:51:25.925923,31,True
text9245,branch9245,2023-02-22 12:51:25.925928,50,False,text9245,branch9245,2023-02-22 12:51:25.925930,22,True
text9246,branch9246,2023-02-22 12:51:25.925933,94,False,text9246,branch9246,2023-02-22 12:51:25.925935,80,False
text9247,branch9247,2023-02-22 12:51:25.925937,29,True,text9247,branch9247,2023-02-22 12:51:25.925939,38,True
text9248,branch9248,2023-02-22 12:51:25.925941,83,True,text9248,branch9248,2023-02-22 12:51:25.925943,47,False
text9249,branch9249,2023-02-22 12:51:25.925946,17,True,text9249,branch9249,2023-02-22 12:51:25.925948,28,False
text9250,branch9250,2023-02-22 12:51:25.925950,30,True,text9250,branch9250,2023-02-22 12:51:25.925952,35,False
text9251,branch9251,2023-02-22 12:51:25.925954,70,False,text9251,branch9251,2023-02-22 12:51:25.925957,13,False
text9252,branch9252,2023-02-22 12:51:25.925959,87,True,text9252,branch9252,2023-02-22 12:51:25.925961,74,True
text9253,branch9253,2023-02-22 12:51:25.925963,77,True,text9253,branch9253,2023-02-22 12:51:25.925965,94,False
text9254,branch9254,2023-02-22 12:51:25.925968,43,True,text9254,branch9254,2023-02-22 12:51:25.925970,31,False
text9255,branch9255,2023-02-22 12:51:25.925972,27,True,text9255,branch9255,2023-02-22 12:51:25.925974,92,False
text9256,branch9256,2023-02-22 12:51:25.925976,57,False,text9256,branch9256,2023-02-22 12:51:25.925978,76,True
text9257,branch9257,2023-02-22 12:51:25.925981,35,False,text9257,branch9257,2023-02-22 12:51:25.925987,80,True
text9258,branch9258,2023-02-22 12:51:25.925990,44,False,text9258,branch9258,2023-02-22 12:51:25.925992,56,True
text9259,branch9259,2023-02-22 12:51:25.925994,92,False,text9259,branch9259,2023-02-22 12:51:25.925996,95,False
text9260,branch9260,2023-02-22 12:51:25.926001,77,False,text9260,branch9260,2023-02-22 12:51:25.926003,60,True
text9261,branch9261,2023-02-22 12:51:25.926006,26,True,text9261,branch9261,2023-02-22 12:51:25.926008,12,False
text9262,branch9262,2023-02-22 12:51:25.926010,54,False,text9262,branch9262,2023-02-22 12:51:25.926012,92,True
text9263,branch9263,2023-02-22 12:51:25.926014,77,True,text9263,branch9263,2023-02-22 12:51:25.926016,70,True
text9264,branch9264,2023-02-22 12:51:25.926019,44,True,text9264,branch9264,2023-02-22 12:51:25.926021,35,False
text9265,branch9265,2023-02-22 12:51:25.926033,72,True,text9265,branch9265,2023-02-22 12:51:25.926035,42,False
text9266,branch9266,2023-02-22 12:51:25.926037,27,True,text9266,branch9266,2023-02-22 12:51:25.926039,28,False
text9267,branch9267,2023-02-22 12:51:25.926042,20,True,text9267,branch9267,2023-02-22 12:51:25.926044,88,True
text9268,branch9268,2023-02-22 12:51:25.926046,80,False,text9268,branch9268,2023-02-22 12:51:25.926048,60,True
text9269,branch9269,2023-02-22 12:51:25.926051,64,True,text9269,branch9269,2023-02-22 12:51:25.926053,74,False
text9270,branch9270,2023-02-22 12:51:25.926058,88,False,text9270,branch9270,2023-02-22 12:51:25.926060,43,False
text9271,branch9271,2023-02-22 12:51:25.926062,31,True,text9271,branch9271,2023-02-22 12:51:25.926065,90,True
text9272,branch9272,2023-02-22 12:51:25.926070,88,True,text9272,branch9272,2023-02-22 12:51:25.926072,40,True
text9273,branch9273,2023-02-22 12:51:25.926074,15,False,text9273,branch9273,2023-02-22 12:51:25.926076,37,False
text9274,branch9274,2023-02-22 12:51:25.926079,59,True,text9274,branch9274,2023-02-22 12:51:25.926081,12,False
text9275,branch9275,2023-02-22 12:51:25.926083,70,True,text9275,branch9275,2023-02-22 12:51:25.926085,31,False
text9276,branch9276,2023-02-22 12:51:25.926087,97,True,text9276,branch9276,2023-02-22 12:51:25.926089,32,True
text9277,branch9277,2023-02-22 12:51:25.926091,82,True,text9277,branch9277,2023-02-22 12:51:25.926093,99,True
text9278,branch9278,2023-02-22 12:51:25.926096,84,True,text9278,branch9278,2023-02-22 12:51:25.926098,15,False
text9279,branch9279,2023-02-22 12:51:25.926100,38,True,text9279,branch9279,2023-02-22 12:51:25.926102,60,True
text9280,branch9280,2023-02-22 12:51:25.926104,72,True,text9280,branch9280,2023-02-22 12:51:25.926106,30,True
text9281,branch9281,2023-02-22 12:51:25.926109,25,True,text9281,branch9281,2023-02-22 12:51:25.926111,76,True
text9282,branch9282,2023-02-22 12:51:25.926114,50,False,text9282,branch9282,2023-02-22 12:51:25.926119,43,False
text9283,branch9283,2023-02-22 12:51:25.926122,23,True,text9283,branch9283,2023-02-22 12:51:25.926124,88,False
text9284,branch9284,2023-02-22 12:51:25.926127,46,False,text9284,branch9284,2023-02-22 12:51:25.926129,52,True
text9285,branch9285,2023-02-22 12:51:25.926131,98,False,text9285,branch9285,2023-02-22 12:51:25.926133,32,True
text9286,branch9286,2023-02-22 12:51:25.926135,81,True,text9286,branch9286,2023-02-22 12:51:25.926137,25,True
text9287,branch9287,2023-02-22 12:51:25.926139,56,False,text9287,branch9287,2023-02-22 12:51:25.926141,24,True
text9288,branch9288,2023-02-22 12:51:25.926144,85,True,text9288,branch9288,2023-02-22 12:51:25.926146,31,False
text9289,branch9289,2023-02-22 12:51:25.926149,55,True,text9289,branch9289,2023-02-22 12:51:25.926151,79,False
text9290,branch9290,2023-02-22 12:51:25.926153,32,True,text9290,branch9290,2023-02-22 12:51:25.926155,63,False
text9291,branch9291,2023-02-22 12:51:25.926158,13,False,text9291,branch9291,2023-02-22 12:51:25.926160,38,True
text9292,branch9292,2023-02-22 12:51:25.926162,33,True,text9292,branch9292,2023-02-22 12:51:25.926164,11,False
text9293,branch9293,2023-02-22 12:51:25.926166,48,True,text9293,branch9293,2023-02-22 12:51:25.926168,48,False
text9294,branch9294,2023-02-22 12:51:25.926170,62,True,text9294,branch9294,2023-02-22 12:51:25.926173,16,True
text9295,branch9295,2023-02-22 12:51:25.926175,85,True,text9295,branch9295,2023-02-22 12:51:25.926180,89,True
text9296,branch9296,2023-02-22 12:51:25.926182,61,True,text9296,branch9296,2023-02-22 12:51:25.926184,45,False
text9297,branch9297,2023-02-22 12:51:25.926186,32,False,text9297,branch9297,2023-02-22 12:51:25.926188,99,False
text9298,branch9298,2023-02-22 12:51:25.926191,76,False,text9298,branch9298,2023-02-22 12:51:25.926193,74,False
text9299,branch9299,2023-02-22 12:51:25.926195,81,True,text9299,branch9299,2023-02-22 12:51:25.926197,18,False
text9300,branch9300,2023-02-22 12:51:25.926199,36,False,text9300,branch9300,2023-02-22 12:51:25.926201,76,True
text9301,branch9301,2023-02-22 12:51:25.926204,61,False,text9301,branch9301,2023-02-22 12:51:25.926206,68,False
text9302,branch9302,2023-02-22 12:51:25.926211,17,True,text9302,branch9302,2023-02-22 12:51:25.926213,17,True
text9303,branch9303,2023-02-22 12:51:25.926215,99,True,text9303,branch9303,2023-02-22 12:51:25.926217,12,False
text9304,branch9304,2023-02-22 12:51:25.926219,31,False,text9304,branch9304,2023-02-22 12:51:25.926221,99,True
text9305,branch9305,2023-02-22 12:51:25.926224,88,True,text9305,branch9305,2023-02-22 12:51:25.926226,69,True
text9306,branch9306,2023-02-22 12:51:25.926228,56,False,text9306,branch9306,2023-02-22 12:51:25.926230,65,True
text9307,branch9307,2023-02-22 12:51:25.926233,34,True,text9307,branch9307,2023-02-22 12:51:25.926235,90,True
text9308,branch9308,2023-02-22 12:51:25.926239,36,True,text9308,branch9308,2023-02-22 12:51:25.926242,76,True
text9309,branch9309,2023-02-22 12:51:25.926244,70,False,text9309,branch9309,2023-02-22 12:51:25.926246,82,False
text9310,branch9310,2023-02-22 12:51:25.926248,80,False,text9310,branch9310,2023-02-22 12:51:25.926250,97,True
text9311,branch9311,2023-02-22 12:51:25.926252,74,False,text9311,branch9311,2023-02-22 12:51:25.926254,91,False
text9312,branch9312,2023-02-22 12:51:25.926256,66,False,text9312,branch9312,2023-02-22 12:51:25.926258,74,True
text9313,branch9313,2023-02-22 12:51:25.926261,79,True,text9313,branch9313,2023-02-22 12:51:25.926263,70,False
text9314,branch9314,2023-02-22 12:51:25.926265,52,True,text9314,branch9314,2023-02-22 12:51:25.926267,49,False
text9315,branch9315,2023-02-22 12:51:25.926270,29,False,text9315,branch9315,2023-02-22 12:51:25.926272,61,False
text9316,branch9316,2023-02-22 12:51:25.926274,30,True,text9316,branch9316,2023-02-22 12:51:25.926276,46,False
text9317,branch9317,2023-02-22 12:51:25.926278,26,True,text9317,branch9317,2023-02-22 12:51:25.926280,26,True
text9318,branch9318,2023-02-22 12:51:25.926283,33,False,text9318,branch9318,2023-02-22 12:51:25.926285,99,False
text9319,branch9319,2023-02-22 12:51:25.926287,33,False,text9319,branch9319,2023-02-22 12:51:25.926289,60,True
text9320,branch9320,2023-02-22 12:51:25.926291,19,True,text9320,branch9320,2023-02-22 12:51:25.926296,31,True
text9321,branch9321,2023-02-22 12:51:25.926299,91,False,text9321,branch9321,2023-02-22 12:51:25.926301,95,True
text9322,branch9322,2023-02-22 12:51:25.926306,49,True,text9322,branch9322,2023-02-22 12:51:25.926308,26,False
text9323,branch9323,2023-02-22 12:51:25.926311,10,True,text9323,branch9323,2023-02-22 12:51:25.926313,11,True
text9324,branch9324,2023-02-22 12:51:25.926315,64,True,text9324,branch9324,2023-02-22 12:51:25.926317,41,True
text9325,branch9325,2023-02-22 12:51:25.926320,40,True,text9325,branch9325,2023-02-22 12:51:25.926322,99,False
text9326,branch9326,2023-02-22 12:51:25.926324,69,False,text9326,branch9326,2023-02-22 12:51:25.926326,61,True
